time,open,high,low,close,vol
20180103051800,15112.0,15114.0,15081.0,15081.0,29.4821
20180103051700,15122.0,15125.0,15113.0,15113.0,1.9071
20180103051600,15125.4,15126.0,15111.0,15125.0,6.83321
20180103051500,15132.0,15134.0,15101.0,15122.0,6.6473
20180103051400,15099.0,15145.0,15094.1,15132.0,37.6993
20180103051300,15131.0,15131.0,15096.0,15100.0,11.922
20180103051200,15147.0,15160.0,15123.0,15132.0,13.9781
20180103051100,15117.0,15150.0,15115.0,15146.0,8.42237
20180103051000,15128.0,15144.0,15107.0,15109.0,21.6674
20180103050900,15068.0,15134.0,15068.0,15127.0,19.2778
20180103050800,15067.0,15070.0,15051.0,15069.0,14.4645
20180103050700,15051.0,15079.0,15050.0,15067.0,6.6332
20180103050600,15070.0,15095.0,15050.0,15051.0,9.82509
20180103050500,15045.0,15079.0,15034.0,15077.0,28.6615
20180103050400,15037.4,15038.0,15031.0,15038.0,0.989369
20180103050300,15015.0,15038.0,15015.0,15030.0,19.4891
20180103050200,15040.0,15041.0,15014.0,15016.0,22.3313
20180103050100,15064.0,15073.0,15040.0,15046.0,33.4283
20180103050000,15100.0,15101.0,15061.0,15064.0,54.1057
20180103045900,15111.0,15111.0,15100.0,15100.0,21.4959
20180103045800,15101.0,15116.0,15100.0,15111.0,11.3577
20180103045700,15120.0,15120.6,15100.0,15101.0,7.30346
20180103045600,15144.0,15145.0,15120.0,15120.6,45.2196
20180103045500,15162.0,15162.0,15143.0,15145.0,11.2682
20180103045400,15156.0,15183.0,15156.0,15170.0,10.7712
20180103045300,15149.0,15159.0,15141.1,15157.0,9.0838
20180103045200,15172.0,15172.0,15142.0,15150.0,16.2776
20180103045100,15169.0,15186.0,15169.0,15173.0,17.8561
20180103045000,15170.0,15170.0,15169.0,15170.0,8.05894
20180103044900,15145.0,15186.0,15145.0,15169.0,21.5688
20180103044800,15135.0,15150.0,15134.0,15144.0,8.04923
20180103044700,15125.0,15140.0,15125.0,15134.0,7.50592
20180103044600,15126.0,15144.0,15124.0,15127.0,15.366
20180103044500,15139.0,15146.0,15124.0,15125.0,29.6383
20180103044400,15119.4,15176.0,15119.0,15147.0,54.8856
20180103044300,15126.0,15126.0,15115.8,15119.4,16.4186
20180103044200,15111.0,15136.0,15111.0,15126.0,12.0768
20180103044100,15132.0,15132.0,15106.2,15111.0,4.58695
20180103044000,15133.0,15149.0,15128.0,15132.0,31.3378
20180103043900,15068.0,15135.0,15068.0,15120.0,82.6983
20180103043800,15080.0,15081.0,15066.0,15069.0,10.0154
20180103043700,15100.0,15101.0,15080.0,15080.0,40.2175
20180103043600,15101.0,15101.0,15100.0,15100.0,33.3572
20180103043500,15046.0,15101.0,15046.0,15100.0,39.0814
20180103043400,15075.0,15076.0,15037.0,15046.0,23.4611
20180103043300,15073.0,15090.0,15073.0,15075.0,3.46012
20180103043200,15104.0,15105.0,15077.0,15077.0,5.1224
20180103043100,15098.0,15108.0,15098.0,15104.0,15.141
20180103043000,15069.0,15100.0,15069.0,15098.0,19.0752
20180103042900,15043.0,15100.0,15036.0,15068.0,16.5332
20180103042800,15053.0,15069.0,15047.0,15048.0,14.7777
20180103042700,15037.0,15054.0,15037.0,15053.0,17.1579
20180103042600,15075.0,15075.0,15037.0,15037.0,16.7005
20180103042500,15098.0,15098.0,15075.0,15075.0,19.8568
20180103042400,15101.0,15101.0,15073.0,15097.0,33.9358
20180103042300,15100.0,15101.0,15019.9,15101.0,148.314
20180103042200,15057.0,15103.0,15057.0,15100.0,77.9472
20180103042100,15009.0,15106.0,15009.0,15057.0,133.599
20180103042000,14984.9,15005.0,14982.0,15005.0,17.8413
20180103041900,14967.0,14993.4,14958.0,14979.0,9.83558
20180103041800,14942.0,14974.0,14941.0,14967.0,10.4562
20180103041700,14934.0,14946.0,14934.0,14943.0,6.52403
20180103041600,14920.0,14939.0,14900.0,14934.0,26.4868
20180103041500,14939.0,14950.0,14920.0,14920.0,9.33263
20180103041400,14937.0,14940.0,14924.0,14940.0,15.6483
20180103041300,14933.0,14954.0,14924.0,14937.0,4.77175
20180103041200,14950.0,14952.0,14931.0,14950.0,5.94474
20180103041100,14933.0,14953.0,14930.0,14950.0,49.5353
20180103041000,14942.0,14952.0,14931.0,14933.0,14.0448
20180103040900,14933.0,14943.0,14931.0,14942.0,7.98835
20180103040800,14936.0,14939.0,14931.0,14933.0,12.2667
20180103040700,14950.0,14951.0,14936.0,14941.0,22.3013
20180103040600,14991.0,14997.0,14950.0,14950.0,26.0908
20180103040500,14975.0,14996.0,14975.0,14990.0,32.2154
20180103040400,14944.0,14982.0,14944.0,14974.0,32.7111
20180103040300,14925.0,14944.0,14900.0,14942.0,29.0899
20180103040200,14898.0,14927.0,14892.0,14925.0,30.3456
20180103040100,14863.0,14892.0,14863.0,14892.0,27.6893
20180103040000,14842.0,14872.0,14842.0,14864.0,45.8519
20180103035900,14845.0,14851.0,14840.0,14843.0,14.4469
20180103035800,14856.0,14860.0,14843.0,14845.0,13.7389
20180103035700,14849.0,14859.6,14849.0,14856.0,12.3231
20180103035600,14850.0,14856.0,14840.0,14848.0,8.75375
20180103035500,14888.0,14889.0,14850.0,14850.0,23.4725
20180103035400,14881.0,14895.0,14881.0,14889.0,7.72073
20180103035300,14845.0,14895.8,14831.0,14879.0,61.2099
20180103035200,14829.0,14847.0,14807.0,14842.0,38.6492
20180103035100,14853.0,14853.0,14828.0,14829.0,42.5076
20180103035000,14917.0,14917.0,14845.0,14854.0,69.5725
20180103034900,14923.0,14930.0,14912.0,14917.0,14.9132
20180103034800,14957.0,14963.0,14919.0,14933.0,42.3257
20180103034700,14973.0,14973.0,14944.0,14955.0,24.6222
20180103034600,15011.0,15011.0,14973.0,14973.0,4.97822
20180103034500,15011.0,15017.0,15010.0,15010.0,8.98803
20180103034400,14986.0,15019.0,14986.0,15010.0,24.89
20180103034300,14984.0,14993.0,14968.0,14986.0,14.5004
20180103034200,14985.0,14998.0,14975.0,14984.0,23.3412
20180103034100,14943.0,15003.0,14943.0,14985.0,58.2885
20180103034000,15000.0,15000.0,14940.0,14942.8,62.0881
20180103033900,15020.0,15021.0,15000.0,15000.0,52.0223
20180103033800,15035.0,15036.0,15011.0,15020.0,5.98792
20180103033700,15049.0,15053.0,15029.0,15042.8,25.4389
20180103033600,15041.0,15058.0,15040.0,15049.0,28.8403
20180103033500,15043.0,15050.0,15040.0,15041.0,10.4476
20180103033400,15005.0,15070.0,15004.0,15040.0,36.6401
20180103033300,15044.0,15044.0,15004.0,15005.0,19.3811
20180103033200,15073.0,15074.0,15037.0,15037.0,32.5234
20180103033100,15093.0,15093.0,15061.0,15073.0,38.6642
20180103033000,15128.0,15128.0,15085.0,15092.0,55.3425
20180103032900,15131.0,15134.0,15115.0,15120.0,38.4332
20180103032800,15154.0,15154.0,15131.0,15133.0,17.2939
20180103032700,15175.0,15203.0,15154.0,15157.0,29.2034
20180103032600,15145.0,15178.0,15131.0,15175.0,31.1866
20180103032500,15221.1,15222.0,15129.0,15144.0,73.4451
20180103032400,15237.0,15238.0,15221.0,15221.1,16.3387
20180103032300,15230.0,15240.0,15230.0,15239.0,13.7571
20180103032200,15247.0,15249.0,15229.0,15230.0,22.4227
20180103032100,15230.0,15248.0,15228.0,15248.0,25.3932
20180103032000,15188.0,15230.0,15188.0,15225.0,83.6683
20180103031900,15189.0,15198.0,15181.0,15195.0,8.09263
20180103031800,15183.0,15190.0,15161.0,15189.0,21.0058
20180103031700,15188.0,15189.0,15151.0,15180.0,30.837
20180103031600,15165.0,15195.0,15149.0,15189.0,23.5377
20180103031500,15200.0,15201.0,15144.7,15163.0,115.955
20180103031400,15200.0,15230.0,15199.0,15205.0,64.4256
20180103031300,15170.0,15200.0,15165.0,15200.0,44.9613
20180103031200,15134.0,15181.0,15126.0,15169.0,65.0746
20180103031100,15147.0,15150.0,15126.6,15136.0,45.7915
20180103031000,15105.0,15147.0,15105.0,15147.0,67.1217
20180103030900,15097.0,15102.0,15095.0,15102.0,30.4754
20180103030800,15093.0,15099.0,15092.0,15095.0,24.3039
20180103030700,15082.0,15099.0,15082.0,15098.0,15.1038
20180103030600,15071.0,15091.0,15061.0,15082.0,8.74552
20180103030500,15057.0,15083.0,15055.0,15070.0,10.643
20180103030400,15050.0,15073.0,15049.0,15056.8,9.92366
20180103030300,15048.0,15067.6,15048.0,15054.0,7.29085
20180103030200,15035.1,15050.0,15029.0,15049.0,5.2618
20180103030100,15043.0,15054.0,15026.7,15054.0,6.20434
20180103030000,15049.0,15050.0,15018.3,15050.0,15.4935
20180103025900,15036.0,15050.0,15036.0,15050.0,7.63254
20180103025800,15079.0,15081.0,15018.0,15037.0,39.0911
20180103025700,15079.0,15082.0,15078.0,15078.0,20.4183
20180103025600,15094.0,15094.0,15072.0,15078.0,17.4163
20180103025500,15093.0,15112.0,15056.0,15087.0,70.2895
20180103025400,15099.0,15108.0,15064.0,15094.0,51.2049
20180103025300,15051.0,15100.0,15051.0,15100.0,47.6527
20180103025200,14990.0,15063.0,14989.0,15052.0,34.6764
20180103025100,15017.0,15028.0,14989.0,14989.0,70.3218
20180103025000,15035.1,15048.0,14997.0,15016.0,55.9036
20180103024900,15066.0,15075.0,15031.0,15032.0,41.1328
20180103024800,15067.0,15085.0,15048.0,15067.0,45.2825
20180103024700,15028.0,15079.0,15028.0,15068.0,73.3952
20180103024600,14971.0,15042.0,14970.0,15026.0,99.521
20180103024500,14988.0,14999.0,14969.0,14971.0,108.681
20180103024400,14929.0,14988.0,14924.0,14988.0,73.0989
20180103024300,14872.0,14931.0,14872.0,14931.0,54.8957
20180103024200,14858.0,14881.0,14856.0,14872.0,34.3956
20180103024100,14863.0,14868.0,14845.0,14868.0,53.0143
20180103024000,14850.0,14865.0,14839.0,14865.0,43.941
20180103023900,14834.0,14861.0,14826.0,14854.0,26.4351
20180103023800,14822.0,14838.0,14822.0,14831.0,18.6391
20180103023700,14804.0,14824.0,14804.0,14822.0,26.0
20180103023600,14786.0,14813.0,14752.0,14803.0,31.432
20180103023500,14802.0,14802.0,14782.0,14786.0,15.7089
20180103023400,14809.0,14810.0,14802.0,14802.0,19.8944
20180103023300,14806.0,14809.0,14797.0,14808.0,29.6936
20180103023200,14821.0,14822.0,14804.0,14804.0,29.2999
20180103023100,14839.0,14843.0,14818.0,14823.0,32.9801
20180103023000,14825.0,14849.0,14825.0,14840.0,26.1044
20180103022900,14819.0,14825.0,14819.0,14825.0,28.2485
20180103022800,14810.0,14820.0,14809.0,14819.5,34.3045
20180103022700,14806.0,14810.0,14800.0,14810.0,31.4581
20180103022600,14819.0,14819.0,14805.0,14806.0,22.8443
20180103022500,14799.0,14819.0,14799.0,14814.0,40.8909
20180103022400,14790.0,14800.0,14790.0,14800.0,37.4324
20180103022300,14790.0,14790.0,14789.0,14790.0,7.84733
20180103022200,14789.0,14792.0,14788.0,14789.0,14.0395
20180103022100,14800.0,14800.0,14768.0,14792.0,28.9288
20180103022000,14797.0,14800.0,14796.0,14800.0,4.00705
20180103021900,14780.0,14799.0,14780.0,14797.0,11.3577
20180103021800,14774.0,14793.0,14774.0,14781.0,15.1418
20180103021700,14789.0,14790.0,14773.0,14774.0,8.79403
20180103021600,14789.0,14789.0,14774.0,14789.0,9.84698
20180103021500,14753.0,14794.0,14753.0,14789.0,7.81263
20180103021400,14752.0,14755.0,14740.0,14752.0,7.84485
20180103021300,14750.0,14755.0,14740.0,14752.0,24.2539
20180103021200,14767.0,14768.0,14750.0,14750.0,17.9526
20180103021100,14772.0,14773.0,14751.0,14766.0,19.1985
20180103021000,14750.0,14784.2,14749.0,14771.0,17.0176
20180103020900,14768.0,14771.0,14749.3,14749.3,17.5209
20180103020800,14775.0,14778.0,14766.0,14768.0,9.27807
20180103020700,14779.0,14793.0,14766.0,14775.0,24.0082
20180103020600,14773.0,14784.0,14760.0,14779.0,32.5711
20180103020500,14798.0,14799.0,14762.0,14768.0,47.0407
20180103020400,14780.0,14799.0,14779.0,14797.0,20.1314
20180103020300,14781.0,14814.0,14772.2,14781.0,33.3971
20180103020200,14791.0,14801.0,14772.2,14789.0,33.3366
20180103020100,14800.0,14801.0,14790.0,14790.0,10.3647
20180103020000,14824.0,14838.0,14800.0,14800.0,44.2039
20180103015900,14853.0,14854.0,14803.0,14823.0,33.1942
20180103015800,14801.0,14866.0,14797.0,14847.0,103.482
20180103015700,14816.0,14845.0,14793.0,14810.0,30.7311
20180103015600,14805.0,14832.5,14805.0,14815.0,10.7041
20180103015500,14793.0,14801.0,14763.0,14801.0,23.9514
20180103015400,14809.0,14815.0,14793.0,14794.0,10.0167
20180103015300,14821.0,14822.0,14801.0,14809.0,40.0253
20180103015200,14855.0,14860.0,14814.0,14821.0,58.3599
20180103015100,14850.0,14858.0,14850.0,14858.0,8.843
20180103015000,14846.0,14866.0,14846.0,14850.0,10.3641
20180103014900,14845.0,14857.0,14830.0,14857.0,9.38935
20180103014800,14853.0,14861.0,14830.0,14845.0,13.2835
20180103014700,14833.0,14868.0,14824.0,14841.0,23.1124
20180103014600,14814.0,14838.0,14814.0,14834.0,7.29953
20180103014500,14807.0,14821.0,14800.0,14814.0,6.95977
20180103014400,14794.0,14819.0,14793.0,14806.0,14.8416
20180103014300,14778.0,14803.0,14776.9,14796.0,27.8278
20180103014200,14760.0,14783.0,14759.0,14780.0,9.43929
20180103014100,14783.0,14795.0,14758.8,14760.0,15.8939
20180103014000,14737.0,14805.0,14737.0,14783.0,26.4114
20180103013900,14734.0,14743.0,14723.0,14737.0,13.0959
20180103013800,14720.0,14743.0,14720.0,14734.0,12.0601
20180103013700,14720.0,14727.0,14720.0,14720.0,25.7675
20180103013600,14738.0,14739.0,14721.0,14721.0,19.7552
20180103013500,14735.0,14742.0,14727.0,14739.0,3.07968
20180103013400,14740.0,14744.0,14729.0,14735.0,9.06385
20180103013300,14723.0,14749.0,14722.0,14740.0,9.68761
20180103013200,14720.0,14723.0,14720.0,14722.0,12.8898
20180103013100,14722.0,14729.0,14720.0,14720.0,27.4664
20180103013000,14765.0,14766.0,14720.0,14723.0,69.2892
20180103012900,14787.0,14789.0,14757.0,14765.0,6.7026
20180103012800,14777.0,14800.0,14762.0,14786.0,16.8202
20180103012700,14751.0,14780.0,14746.0,14777.0,5.13232
20180103012600,14732.0,14763.0,14732.0,14753.0,12.1092
20180103012500,14736.0,14756.0,14732.0,14732.0,20.4042
20180103012400,14770.0,14770.0,14736.0,14736.0,25.128
20180103012300,14767.0,14775.0,14751.0,14770.0,79.9415
20180103012200,14767.0,14789.0,14765.0,14767.0,38.9693
20180103012100,14810.0,14811.0,14765.0,14773.0,34.7848
20180103012000,14808.0,14812.0,14785.0,14812.0,10.0509
20180103011900,14788.0,14819.0,14773.0,14808.0,16.3805
20180103011800,14821.0,14822.0,14778.0,14784.0,20.3906
20180103011700,14845.0,14845.0,14821.0,14821.0,23.952
20180103011600,14835.0,14855.7,14835.0,14846.0,4.38254
20180103011500,14839.0,14849.0,14835.0,14835.0,16.6312
20180103011400,14825.0,14854.0,14825.0,14835.0,24.5097
20180103011300,14819.0,14832.0,14816.0,14828.0,11.531
20180103011200,14827.0,14843.0,14817.0,14818.0,14.3912
20180103011100,14803.0,14834.0,14802.0,14827.0,18.5442
20180103011000,14792.0,14806.0,14791.0,14803.9,23.8493
20180103010900,14765.0,14792.0,14764.0,14792.0,8.74928
20180103010800,14765.0,14781.0,14757.0,14764.0,7.90233
20180103010700,14757.0,14789.0,14757.0,14763.0,9.86269
20180103010600,14780.0,14781.0,14755.0,14756.0,9.16351
20180103010500,14778.0,14792.0,14768.0,14780.0,24.1319
20180103010400,14777.0,14796.0,14773.0,14778.0,5.58617
20180103010300,14811.0,14811.0,14760.0,14773.0,16.8136
20180103010200,14808.0,14811.0,14807.0,14811.0,2.95873
20180103010100,14801.0,14814.0,14799.0,14807.0,5.7
20180103010000,14801.0,14819.0,14791.0,14807.0,9.27742
20180103005900,14796.9,14806.5,14778.0,14796.0,8.763
20180103005800,14769.0,14798.0,14767.0,14796.0,10.411
20180103005700,14769.0,14777.0,14768.0,14768.0,5.84811
20180103005600,14764.0,14778.0,14764.0,14769.0,10.043
20180103005500,14736.0,14770.0,14736.0,14770.0,16.3061
20180103005400,14724.0,14739.0,14724.0,14736.6,8.71662
20180103005300,14740.0,14741.0,14721.0,14724.0,11.2551
20180103005200,14746.0,14747.0,14740.0,14740.0,6.13073
20180103005100,14756.0,14756.0,14729.0,14743.0,5.23941
20180103005000,14766.0,14778.0,14720.0,14757.0,34.2133
20180103004900,14723.0,14764.0,14712.0,14763.0,24.6484
20180103004800,14761.0,14761.0,14723.0,14723.0,14.5188
20180103004700,14760.0,14769.0,14759.0,14760.0,2.02986
20180103004600,14781.0,14782.0,14754.0,14761.0,3.48756
20180103004500,14758.0,14785.0,14745.0,14781.0,39.3074
20180103004400,14771.0,14773.9,14751.0,14759.0,15.4475
20180103004300,14778.0,14786.0,14759.5,14771.0,14.2748
20180103004200,14808.0,14808.0,14770.0,14770.0,23.514
20180103004100,14771.0,14812.0,14771.0,14808.0,11.4546
20180103004000,14837.0,14840.0,14757.0,14770.0,90.6595
20180103003900,14880.0,14881.0,14839.0,14839.0,20.4782
20180103003800,14881.0,14905.0,14870.0,14880.0,25.9763
20180103003700,14889.0,14894.0,14881.0,14881.0,27.2866
20180103003600,14875.0,14890.0,14875.0,14889.0,28.3804
20180103003500,14855.0,14880.0,14854.0,14880.0,28.8024
20180103003400,14849.0,14855.0,14843.0,14855.0,15.9658
20180103003300,14845.0,14860.0,14801.0,14849.0,52.0633
20180103003200,14848.0,14861.0,14819.0,14842.0,38.5454
20180103003100,14869.0,14870.0,14848.0,14851.0,75.1638
20180103003000,14852.0,14870.0,14852.0,14870.0,38.5755
20180103002900,14865.0,14870.0,14841.0,14852.0,35.7326
20180103002800,14840.0,14880.0,14840.0,14868.0,17.7763
20180103002700,14851.0,14852.0,14835.0,14840.0,17.7813
20180103002600,14885.0,14886.0,14840.0,14840.0,29.9723
20180103002500,14846.0,14892.0,14846.0,14883.0,21.1319
20180103002400,14859.0,14866.7,14830.0,14847.0,31.7649
20180103002300,14877.0,14877.0,14836.0,14859.0,40.5632
20180103002200,14920.0,14925.0,14877.0,14877.0,38.344
20180103002100,14959.0,14959.0,14904.0,14922.0,34.6043
20180103002000,14955.0,14960.0,14955.0,14956.0,22.7372
20180103001900,14934.0,14956.0,14933.0,14955.0,28.7793
20180103001800,14891.0,14941.0,14891.0,14929.0,63.2923
20180103001700,14850.0,14891.0,14850.0,14891.0,70.2728
20180103001600,14822.0,14864.0,14819.0,14850.0,46.0457
20180103001500,14814.0,14825.0,14806.0,14820.0,37.9183
20180103001400,14817.0,14817.0,14799.0,14815.0,18.4096
20180103001300,14777.0,14821.0,14776.0,14821.0,18.2148
20180103001200,14800.0,14801.0,14756.0,14777.0,47.9495
20180103001100,14809.0,14825.0,14800.0,14800.0,67.853
20180103001000,14800.0,14819.0,14800.0,14809.0,14.0642
20180103000900,14753.0,14801.0,14753.0,14800.0,21.021
20180103000800,14735.0,14758.0,14735.0,14758.0,6.23389
20180103000700,14730.0,14748.0,14723.0,14735.0,6.64868
20180103000600,14739.0,14739.0,14713.0,14730.0,9.30544
20180103000500,14756.0,14758.0,14709.0,14733.0,18.8873
20180103000400,14735.0,14768.0,14734.0,14758.0,42.3151
20180103000300,14707.0,14750.0,14703.0,14735.0,20.9009
20180103000200,14728.0,14731.0,14692.0,14697.8,31.7041
20180103000100,14717.0,14741.0,14707.0,14722.0,25.5669
20180103000000,14717.0,14750.0,14706.0,14709.0,43.1941
20180102235900,14705.0,14722.0,14700.0,14722.0,27.7969
20180102235800,14728.0,14728.0,14705.0,14705.0,23.6416
20180102235700,14756.0,14758.0,14726.7,14728.0,15.8256
20180102235600,14752.0,14758.1,14748.0,14753.0,13.0116
20180102235500,14755.0,14757.0,14751.0,14751.0,9.68485
20180102235400,14787.0,14788.0,14751.0,14754.0,9.1155
20180102235300,14799.0,14802.0,14787.0,14787.0,15.279
20180102235200,14788.0,14809.0,14784.0,14799.0,20.4938
20180102235100,14841.0,14841.0,14783.4,14786.0,15.6736
20180102235000,14803.0,14849.0,14790.0,14841.0,25.8826
20180102234900,14879.0,14885.0,14800.0,14803.0,140.012
20180102234800,14887.0,14892.0,14868.0,14882.0,28.6978
20180102234700,14820.0,14892.0,14820.0,14887.0,34.661
20180102234600,14831.0,14834.0,14808.0,14820.0,13.0166
20180102234500,14772.0,14837.0,14771.0,14834.0,32.5192
20180102234400,14720.0,14772.0,14720.0,14771.0,22.1633
20180102234300,14704.0,14727.9,14686.0,14727.9,20.051
20180102234200,14723.0,14748.0,14702.0,14716.0,21.8212
20180102234100,14671.0,14726.0,14665.0,14726.0,14.8289
20180102234000,14674.0,14684.0,14661.0,14672.0,20.6555
20180102233900,14690.0,14698.0,14667.0,14669.0,24.7408
20180102233800,14677.0,14694.0,14672.0,14690.0,15.5236
20180102233700,14701.0,14710.0,14664.0,14669.0,23.7667
20180102233600,14656.0,14711.0,14656.0,14700.0,33.2396
20180102233500,14650.0,14659.0,14636.0,14657.0,13.5729
20180102233400,14654.3,14659.0,14650.0,14650.0,15.6391
20180102233300,14656.7,14661.0,14650.0,14655.0,21.089
20180102233200,14731.0,14731.0,14656.0,14662.0,25.6099
20180102233100,14750.0,14763.0,14731.0,14731.0,11.7578
20180102233000,14725.0,14750.0,14721.0,14750.0,8.74597
20180102232900,14718.0,14731.0,14718.0,14721.0,10.3958
20180102232800,14763.0,14771.0,14718.0,14718.0,13.3954
20180102232700,14735.0,14771.0,14728.0,14763.0,14.5264
20180102232600,14718.0,14749.0,14712.0,14728.0,14.3324
20180102232500,14710.0,14732.0,14705.0,14715.0,24.0695
20180102232400,14686.0,14729.0,14683.0,14721.0,17.2135
20180102232300,14641.0,14701.0,14641.0,14686.0,21.203
20180102232200,14644.0,14650.0,14637.0,14642.0,16.2254
20180102232100,14657.0,14661.0,14638.0,14644.0,24.2956
20180102232000,14666.0,14672.0,14660.0,14662.0,18.5371
20180102231900,14674.0,14698.0,14664.0,14673.0,49.2733
20180102231800,14668.0,14686.0,14658.0,14674.0,49.264
20180102231700,14731.0,14731.0,14660.0,14672.0,188.481
20180102231600,14734.0,14736.0,14731.0,14731.0,9.15661
20180102231500,14748.0,14748.0,14731.0,14731.0,13.3636
20180102231400,14753.0,14755.1,14742.0,14748.0,34.2198
20180102231300,14752.0,14753.0,14750.0,14752.0,4.66468
20180102231200,14753.0,14759.0,14744.0,14752.0,20.9052
20180102231100,14740.0,14772.0,14740.0,14766.0,22.7067
20180102231000,14732.0,14741.0,14730.0,14740.0,20.039
20180102230900,14771.0,14772.0,14730.0,14734.0,120.329
20180102230800,14797.0,14798.0,14771.0,14772.0,33.8083
20180102230700,14805.8,14812.0,14798.0,14798.0,12.1637
20180102230600,14809.0,14810.0,14807.0,14807.0,12.2535
20180102230500,14810.0,14822.0,14804.0,14810.0,12.0306
20180102230400,14828.0,14829.0,14814.0,14815.0,4.80046
20180102230300,14825.0,14851.0,14825.0,14830.0,11.6918
20180102230200,14834.0,14850.0,14804.0,14828.0,76.619
20180102230100,14816.0,14839.0,14816.0,14834.0,27.5621
20180102230000,14803.0,14824.0,14790.0,14816.0,20.8305
20180102225900,14833.0,14834.0,14790.0,14803.0,39.8841
20180102225800,14850.0,14851.0,14833.0,14833.0,27.4365
20180102225700,14860.0,14861.0,14850.0,14850.0,47.5519
20180102225600,14855.0,14861.0,14855.0,14856.0,10.9005
20180102225500,14861.0,14861.0,14850.0,14855.0,17.3249
20180102225400,14860.0,14861.0,14860.0,14860.0,6.23519
20180102225300,14857.0,14861.0,14856.0,14860.0,16.1922
20180102225200,14859.0,14860.0,14850.0,14856.0,8.12837
20180102225100,14833.0,14861.0,14833.0,14857.0,49.4166
20180102225000,14840.0,14840.0,14833.0,14833.0,18.2098
20180102224900,14827.0,14840.0,14821.0,14840.0,7.34923
20180102224800,14829.0,14833.0,14821.5,14825.1,4.91984
20180102224700,14785.0,14862.0,14785.0,14830.0,68.9837
20180102224600,14802.0,14814.0,14783.0,14785.0,38.9142
20180102224500,14813.0,14821.0,14807.0,14815.0,15.7262
20180102224400,14817.0,14823.9,14808.0,14814.0,8.75829
20180102224300,14780.0,14824.0,14779.0,14817.0,26.5241
20180102224200,14819.0,14819.0,14776.0,14780.0,50.3984
20180102224100,14818.0,14835.0,14818.0,14820.0,16.8724
20180102224000,14871.0,14878.0,14807.0,14819.0,38.742
20180102223900,14847.0,14888.0,14846.0,14870.0,41.9315
20180102223800,14839.0,14847.0,14839.0,14846.0,24.8076
20180102223700,14825.0,14841.0,14824.0,14840.0,18.0638
20180102223600,14817.0,14827.0,14817.0,14824.0,30.4453
20180102223500,14782.0,14837.0,14773.0,14817.0,26.6209
20180102223400,14794.0,14800.0,14778.0,14788.0,35.2854
20180102223300,14834.0,14861.3,14791.0,14791.0,45.0084
20180102223200,14849.0,14850.0,14802.0,14835.0,51.2939
20180102223100,14892.0,14917.0,14835.0,14849.0,76.5682
20180102223000,14945.0,14945.0,14891.0,14892.0,57.2263
20180102222900,14959.0,14968.0,14944.0,14946.0,23.9689
20180102222800,14964.0,14972.0,14953.0,14953.0,25.0828
